message,response
i get paid next week can you give me a better deal on it,I can do 6000
at that price sir i can do since i need a truck and you need cash you have a dea l$6000,Great! Nice doing business with you!
"Hello, I am in the process of relocating from Boston and I am interested in your unit. Are you willing to negotiate with me and give it to me for $2065","Hi, thank you for your interest in this unit. I would like to get $2,100 minimum on the unit."
yes would you be willing to take 50 for the pair?,"these are handmade and really good quality chairs. they are substantial and unique. I would like something more like $135, but i'm willing to work with you"
I could do 100 in cash and pick them up,make it $120 and you have yourself a deal
can you meet me in the middle at 110?,"Since i like your style, I think i can do that. $110 it is."
How many speeds does this bike have?,Hi. It's a fixed gear.
"OK, and is it brand new?","It's not brand new, but it has been well cared for. There are some customizations on it, so it's way cooler than the stock bike."
"Wow, that sounds cool. I'm really interested. Can you do $300 for it?",$300 doesn't quite cover what I've put into. $320 and it's yours.
"OK, i can do $320. Thank you very much, can't wait to get it.",Thanks!
"some pictures would've been nice, but hey once you've seen one, you've seen them all, Tell you what. I'll give you 250 for the whole thing, and I'll come and pick it up. it take all but a half an hour.",Can you do $300 if I do the delivery? I can't go lower than $300.
You know what? You drive a hard bargain. Deal. 300 and you bring it to me.,Awesome.
Hi I just saw your sewing table and I love the rustic look of it. Have you owned it a long time?,A few years
I see your offering it for $30. It is a cool table but it is also pretty beat up. If i picked it up tonight could you let it go for $20?,Sure that would be great
Hi there.,Howdy! Are you interested in the speaker set?
I am good.  And yes I am.,Excellent! What questions do you have about what's listed here?
Are you the original owner?  What is the condition?  How old is it?,I am the original owner. I've had it for quite some time so it's certainly had its use. There are some very minor cosmetic flaws but the sound quality and functionality is 100%! I don't recall the original manufactured date of this specific model but I can tell it was engineered to last.
Awesome.  I want it.  I could come and pick it up today.  I have $28 cash in hand.,"I appreciate that offer but I really need to get at least $35 out of it. I'd be happy to include the deck stand with it all. After all, it looks good with the rest of the set."
Right now I can only do $32.  Would that work??,"Well, considering I've had the listing for awhile, I'm also ready to get this thing to a new home so that we can move. That will work!"
"quite a home you got there. yes, i would like to rent this",so glad to hear that! What do you think of all the amenities it comes with?
They are adequate. The outside looks good.,Yea it's a great place to live. 3000 in this area so close to the freeways and so many stores is a great deal. I know it's going to rent quickly.
A lovely home but I was hoping you could go down a bit. I was thinking 2700.,totally understandable. I am open to making a deal for this property but I think 2700 is lower than what I could get from someone else. I like you though so let's make a deal we are both happy with. I could go to 2900
Well i appreciate that you are willing to work with me. I will settle for that fair price. 2900 will work.,i submitted 2900
"hello,I am intrested in buying this paino from you,how old is it",It is fairly new.
"even though it is newer,the most I can give for it would be 135","If I include the stand, a bench and sustain pedal, and deliver it to you, could you give me $344?"
no there is no way for that price. a new in the box one with all of the thing you are giving is 375. I will go as high as 150 and I will pick it up,No I can't give it to you for half price. It is new and includes extras.
what is the least you are willing to take for it,$300
still way to much how about 170,That's too low still.
ok so then we cant make a deal,"I guess not,"
"Hi, I'm great, Are the chairs new?",No they're not new. But they're not that old either. They are in good condition and very strong quality.
Since they're not new and you want to take them off your hands I can do 40,Yeah works for me. You will have to come get it though.
"Sure, sounds fair",okay then thanks!
Hi! I'm interested in your watch.,"Hi, that´s great! it is a very functional watch, I really enjoyed having it, very usefull , the watch is in perfect shape and I am including the wireless charging base"
How long did you have it for?,12 months
And what color is it?,"Black, if you are interested I can offer you free shipping"
"hey, I definitely am, it looks great","Thank you, it is high quality, very clean, and has not been exposed to smoke or pets."
Is it possible for you to deliver the sofa set?,Yes I can.
"$1,200. lets do it",Could you do $1230/
"Delivery costs would be more than $60 usually, right?",I believe so.
"I can definitely do $1,220, that fits my budget nicely",Ok that sounds good.
